,Name,Price,Make,Model,Fuel Type,Odometer,Colour,Engine Size ( in Litres),Transmission,Body Type,Manufacturing Year,County,Owners,Doors,Tax Expiry,NCT Expiry,Link
850,HYUNDAI I40,"€8,900",HYUNDAI,I40,Diesel,"135,003",White,1.5,Manual,Other,2013,Cork,3,5,Feb-2023,May-2024,http://www.cars.ie/used-cars/HYUNDAI-I40-2013-Cork-1734980
851,MERCEDES-BENZ GL CLASS,"€21,900",MERCEDES-BENZ,GL,Diesel,"156,003",Silver,1.6,Automatic,MPV,2016,Cork,3,5,Sep-2022,Aug-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-GL-CLASS-2016-Cork-1734979
852,VOLKSWAGEN TOURAN,"€15,900",VOLKSWAGEN,TOURAN,Diesel,"147,147",White,1.5,Automatic,MPV,2015,Cork,1,5,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TOURAN-2015-Cork-1734982
853,PEUGEOT 5008,POA,PEUGEOT,5008,Diesel,"310,603",Grey,2.0,Manual,Saloon,2019,Carlow,3,4,Mar-2023,-,http://www.cars.ie/used-cars/PEUGEOT-5008-2019-Carlow-1734909
854,BMW 5 SERIES,"€8,950",BMW,5,Diesel,"186,194",Brown,1.6,Manual,Saloon,2011,Galway,3,4,Oct-2022,Aug-2023,http://www.cars.ie/used-cars/BMW-5-SERIES-2011-Galway-1735014
855,VOLKSWAGEN PASSAT,"€8,950",VOLKSWAGEN,PASSAT,Petrol,"141,622",Black,2.0,Automatic,SUV,2013,Kilkenny,1,5,-,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2013-Kilkenny-1734998
856,MITSUBISHI OUTLANDER,"€24,995",MITSUBISHI,OUTLANDER,Petrol,"114,263",Black,2.4,Automatic,SUV,2018,Dublin,1,5,-,-,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2018-Dublin-1735025
857,MITSUBISHI OUTLANDER,"€30,495",MITSUBISHI,OUTLANDER,Petrol,"93,342",Wine,1.3,Automatic,Hatchback,2019,Dublin,1,5,-,Dec-2024,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2019-Dublin-1735024
858,MAZDA MAZDA2,"€7,450",MAZDA,MAZDA2,Diesel,"94,076",White,1.5,Manual,Van,2012,Dublin,1,4,Feb-2023,-,http://www.cars.ie/used-cars/MAZDA-MAZDA2-2012-Dublin-1734906
859,NISSAN QASHQAI,"€13,780",NISSAN,QASHQAI,Diesel,"138,403",Blue,1.6,Manual,SUV,2018,Dublin,1,5,Feb-2023,Jun-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2018-Dublin-1734924
860,HONDA HR-V,"€18,950",HONDA,HR-V,Petrol,"107,000",White,1.0,Automatic,Hatchback,2016,Galway,-,5,Aug-2022,Aug-2023,http://www.cars.ie/used-cars/HONDA-HR-V-2016-Galway-1735013
861,SUZUKI ALTO,"€8,950",SUZUKI,ALTO,Petrol,"112,654",Black,2.4,Automatic,Estate,2017,Meath,1,5,-,-,http://www.cars.ie/used-cars/SUZUKI-ALTO-2017-Meath-1735115
862,MITSUBISHI OUTLANDER,"€30,495",MITSUBISHI,OUTLANDER,Diesel,"29,499",White,2.0,Manual,Van,2019,Dublin,1,2,-,-,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2019-Dublin-1735023
863,FORD TRANSIT,POA,FORD,TRANSIT,Other,0,-,0.0,Other,Other,2021,Kerry,-,4,-,-,http://www.cars.ie/used-cars/FORD-TRANSIT-2021-Kerry-1734806
864,AC 212,"€1,500",AC,212,Diesel,"188,375",Black,1.6,Manual,Hatchback,2022,Dublin,2,5,Oct-2022,Jul-2023,http://www.cars.ie/used-cars/AC-212-2022-Dublin-1735127
865,AUDI A3,"€13,950",AUDI,A3,Diesel,"249,005",Brown,1.6,Manual,Hatchback,2015,Galway,5,4,Nov-2022,Sep-2023,http://www.cars.ie/used-cars/AUDI-A3-2015-Galway-1734648
866,FORD FOCUS,"€4,999",FORD,FOCUS,Diesel,"188,003",Bronze,2.2,Automatic,Estate,2012,Dublin,3,4,Jan-2022,Oct-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2012-Dublin-1734918
867,HYUNDAI SANTA FE,"€18,900",HYUNDAI,SANTA,Diesel,"103,001",Red,2.0,Automatic,Hatchback,2015,Dublin,1,5,Oct-2022,May-2023,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2015-Dublin-1734960
868,AUDI A5,"€19,499",AUDI,A5,Diesel,"131,002",Red,1.5,Manual,Estate,2014,Limerick,3,4,-,Sep-2023,http://www.cars.ie/used-cars/AUDI-A5-2014-Limerick-1734875
869,RENAULT GRAND MEGANE,"€4,999",RENAULT,GRAND,Diesel,"227,063",Black,1.6,Manual,Van,2012,Dublin,3,6,Feb-2023,-,http://www.cars.ie/used-cars/RENAULT-GRAND-MEGANE-2012-Dublin-1734917
870,VOLKSWAGEN CADDY,POA,VOLKSWAGEN,CADDY,Diesel,"71,133",Orange,2.0,Other,Saloon,2015,Cork,1,4,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2015-Cork-1734964
871,BMW 3 SERIES,"€43,999",BMW,3,Petrol,"105,093",Black,1.3,Manual,MPV,2019,Monaghan,1,4,Jan-2023,Oct-2024,http://www.cars.ie/used-cars/BMW-3-SERIES-2019-Monaghan-1735136
872,NISSAN QASHQAI,"€22,250",NISSAN,QASHQAI,Diesel,"180,729",Red,1.6,Manual,Hatchback,2019,Dublin,2,5,Dec-2022,Feb-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2019-Dublin-1734874
873,VOLKSWAGEN GOLF,"€14,250",VOLKSWAGEN,GOLF,Diesel,"169,103",Black,2.2,Manual,Estate,2016,Dublin,1,4,Feb-2023,Jun-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2016-Dublin-1734873
874,HYUNDAI SANTA FE,POA,HYUNDAI,SANTA,Diesel,"191,627",Black,1.7,Manual,Saloon,2015,Cork,2,4,Sep-2022,Feb-2023,http://www.cars.ie/used-cars/HYUNDAI-SANTA-FE-2015-Cork-1734963
875,HYUNDAI I40,"€14,750",HYUNDAI,I40,Diesel,"114,263",White,1.6,Manual,Van,2017,Dublin,3,3,May-2023,-,http://www.cars.ie/used-cars/HYUNDAI-I40-2017-Dublin-1734872
876,RENAULT TRAFIC,"€13,950",RENAULT,TRAFIC,Diesel,"105,851",White,1.6,Manual,Van,2017,Cork,5,4,Aug-2022,Jun-2023,http://www.cars.ie/used-cars/RENAULT-TRAFIC-2017-Cork-1735041
877,FORD FOCUS,"€8,250",FORD,FOCUS,Diesel,"107,462",Grey,2.0,Manual,Saloon,2014,Dublin,2,4,Oct-2022,Jan-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2014-Dublin-1734870
878,AUDI A4,"€24,750",AUDI,A4,Petrol,"59,838",White,1.0,Manual,Hatchback,2018,Dublin,1,4,Aug-2023,Jul-2025,http://www.cars.ie/used-cars/AUDI-A4-2018-Dublin-1734871
879,SKODA FABIA,"€16,499",SKODA,FABIA,Petrol,0,Blue,1.2,Automatic,Hatchback,2021,Dublin,-,5,-,-,http://www.cars.ie/used-cars/SKODA-FABIA-2021-Dublin-1734914
880,SUZUKI SWIFT,"€23,500",SUZUKI,SWIFT,Diesel,"52,852",Blue,1.5,Manual,SUV,2023,Galway,-,-,-,-,http://www.cars.ie/used-cars/SUZUKI-SWIFT-2023-Galway-1734956
881,NISSAN QASHQAI,POA,NISSAN,QASHQAI,Diesel,"103,439",White,1.7,Manual,SUV,2019,Fermanagh,-,-,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2019-Fermanagh-1735037
882,VAUXHALL MOKKA,POA,VAUXHALL,MOKKA,Diesel,"43,978",Black,1.6,Manual,SUV,2013,Fermanagh,-,-,-,-,http://www.cars.ie/used-cars/VAUXHALL-MOKKA-2013-Fermanagh-1735039
883,SEAT ARONA,POA,SEAT,ARONA,Diesel,"49,426",White,2.0,Automatic,Hatchback,2019,Fermanagh,-,-,-,-,http://www.cars.ie/used-cars/SEAT-ARONA-2019-Fermanagh-1735040
884,VAUXHALL INSIGNIA,POA,VAUXHALL,INSIGNIA,Petrol,"64,374",Blue,1.2,Automatic,Hatchback,2017,Fermanagh,1,5,-,Dec-2024,http://www.cars.ie/used-cars/VAUXHALL-INSIGNIA-2017-Fermanagh-1735113
885,NISSAN NOTE,"€8,450",NISSAN,NOTE,Petrol,"158,003",Silver,1.6,Manual,Saloon,2013,Dublin,1,4,Jun-2023,Nov-2023,http://www.cars.ie/used-cars/NISSAN-NOTE-2013-Dublin-1734905
886,OPEL VECTRA,"€1,799",OPEL,VECTRA,Diesel,"177,103",Grey,1.5,Manual,Hatchback,2006,Dublin,1,5,-,Nov-2024,http://www.cars.ie/used-cars/OPEL-VECTRA-2006-Dublin-1734916
887,MERCEDES-BENZ A CLASS,"€17,950",MERCEDES-BENZ,A,Petrol,"87,001",White,1.5,Manual,SUV,2017,Dublin,2,4,Sep-2022,Jan-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-A-CLASS-2017-Dublin-1734650
888,MITSUBISHI ECLIPSE CROSS,"€21,495",MITSUBISHI,ECLIPSE,Diesel,"111,485",Blue,1.6,Manual,MPV,2019,Dublin,-,5,-,Nov-2024,http://www.cars.ie/used-cars/MITSUBISHI-ECLIPSE-CROSS-2019-Dublin-1735022
889,OPEL ZAFIRA,"€14,950",OPEL,ZAFIRA,Petrol,"102,998",Silver,1.3,Automatic,Hatchback,2016,Sligo,1,5,-,Dec-2023,http://www.cars.ie/used-cars/OPEL-ZAFIRA-2016-Sligo-1735036
890,TOYOTA YARIS,"€7,950",TOYOTA,YARIS,Diesel,"37,000",Blue,2.0,Manual,Hatchback,2012,Dublin,1,5,Nov-2022,Sep-2023,http://www.cars.ie/used-cars/TOYOTA-YARIS-2012-Dublin-1734904
891,VOLKSWAGEN ARTEON,"€35,900",VOLKSWAGEN,ARTEON,Diesel,"80,467",Silver,1.6,Manual,Hatchback,2019,Dublin,1,5,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-ARTEON-2019-Dublin-1734965
892,KIA CEED,"€18,950",KIA,CEED,Diesel,"75,639",White,1.6,Manual,Hatchback,2017,Cork,1,5,-,-,http://www.cars.ie/used-cars/KIA-CEED-2017-Cork-1734948
893,KIA CEED,"€19,950",KIA,CEED,Diesel,"73,001",Grey,1.6,Manual,SUV,2018,Cork,2,5,Dec-2022,Feb-2024,http://www.cars.ie/used-cars/KIA-CEED-2018-Cork-1734947
894,HONDA HR-V,"€23,950",HONDA,HR-V,Petrol,"61,155",Grey,0.0,Manual,Hatchback,2018,Cork,2,5,-,-,http://www.cars.ie/used-cars/HONDA-HR-V-2018-Cork-1734946
895,DACIA SANDERO STEPWAY,POA,DACIA,SANDERO,Petrol,"78,858",Blue,1.6,Manual,SUV,2018,Cork,1,5,Dec-2022,Jul-2023,http://www.cars.ie/used-cars/DACIA-SANDERO-STEPWAY-2018-Cork-1734945
896,MITSUBISHI ASX,"€16,995",MITSUBISHI,ASX,Diesel,"120,569",Blue,2.0,Automatic,SUV,2017,Dublin,1,4,Feb-2023,Feb-2023,http://www.cars.ie/used-cars/MITSUBISHI-ASX-2017-Dublin-1735021
897,SKODA KODIAQ,"€36,950",SKODA,KODIAQ,Diesel,"189,332",White,1.6,Manual,Hatchback,2019,Dublin,2,5,-,-,http://www.cars.ie/used-cars/SKODA-KODIAQ-2019-Dublin-1734926
898,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,Diesel,"241,263",White,1.6,Manual,MPV,2016,Cork,3,4,Sep-2023,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2016-Cork-1734962
899,OPEL MOKKA,"€12,950",OPEL,MOKKA,,,,,,,2016,Dublin,,,,,http://www.cars.ie/used-cars/OPEL-MOKKA-2016-Dublin-1735005
